"section_number","section_title","core_files","expected_files","section_type","section_dependencies","ground_truth","template_instructions","transformed_output","reasoning"
"5.11.3","Dispensing Study Drug","Synopsis","Investigators Brochure","","5.2","Insert the following text with no changes at the beginning of this section:
""Instructions for preparation of the study drug are provided in Section 5.2.""
Qualified clinical staff at each study site will be responsible for receiving, preparing, dispensing, and maintaining accurate records of study drug administration. These designated personnel should be trained on the specific handling requirements for all study drugs. Qualified clinical staff at each study site will be responsible for documenting drug accountability, including receipt, dispensation, return, and destruction of unused study medication, in compliance with Good Clinical Practice (GCP) guidelines and applicable regulatory requirements.""

Describe the procedures to be followed for dispensing the study drug. Describe the instructions for safe handling and safe disposal, when applicable.
Do not describe storage conditions for the study drug(s). Do not discuss administration procedures or schedules of the study drug(s). Do not describe dosage of the study drug(s). Do not describe supportive treatments. Do not describe treatment regimen(s). Do not describe duration of treatment.","","",""
"5.11.4","Investigational Product Retention at Study Site","Synopsis","Guidelines","","3.1","Insert the following text with no changes:
""If applicable, adequate supplies of the study drug(s) will be kept in order to comply with the retention and testing requirements in the FDA Guidance for Industry: Handling and Retention of Bioavailability BA and Bioequivalence BE Testing Samples (2024).""

Do not add any other text. Do not describe the study drug(s). Do not describe the treatment regimen(s). Do not describe the study drug(s) administration. Describe retention requirements for all study drug(s) administered in the study. 
","","",""
"6","STUDY PROCEDURES","Synopsis","","Heading","","","","",""
"6.1","Informed Consent","Synopsis","","","","Insert the following text without any changes:
""Informed consent is a process that is initiated prior to the individualâ€™s agreeing to participate in the study and continues throughout the individualâ€™s study participation. Consent forms will be IRB/IEC-approved and the subject will be asked to read and review the document. The Investigator will explain the research study to the subject and answer any questions that may arise. A verbal explanation will be provided in terms suited to the subjectâ€™s comprehension of the purposes, procedures, and potential risks of the study and of their rights as research participants. Subjects will have the opportunity to carefully review the written consent form and ask questions prior to signing. The subjects should have the opportunity to discuss the study with their family or surrogates or think about it prior to agreeing to participate. The subject will sign the informed consent document prior to any procedures being done specifically for the study. Subjects must be informed that participation is voluntary and that they may withdraw from the study at any time, without prejudice. A copy of the informed consent document will be given to the subjects for their records. The informed consent process will be conducted and documented in the source document (including the date), and the form signed, before the subject undergoes any study-specific procedures. The rights and welfare of the subjects will be protected by emphasizing to them that the quality of their medical care will not be adversely affected if they decline to participate in this study.""
","","",""
"6.2","Screening and Baseline Assessments","Synopsis","","","3.1, 4.1, 4.2","Describe the procedures or assessments to be done at Screening and Baseline as applicable to the study. This includes assessments used to evaluate participant eligibility (some of the criteria in Section 4.1 and Section 4.2 will inform which assessments are needed for ascertaining eligibility, e.g., diagnostic tests for a disease, labs, vital signs, ECG, performance status). Add subsections after 6.2.1 Medical History for each subtype of screening/baseline assessment, e.g., Demographics, Disease Characteristics, etc. and describe the assessments (e.g., demographic parameters, imaging or other diagnostic techniques)
Do not describe contraception requirements. Do not discuss the exclusion criteria. Do not describe assessments that will take place during the treatment phase. Do not describe efficacy measurements that will take place after screening and baseline assessments.","","",""
"6.2.1","Medical History","Synopsis","","","3.1","If medical history has already been described in Section 6.2, leave this section blank.
If medical history has not been described in Section 6.2, use the following instructions.
Provide the following information:
The means for collecting and recording medical history information,
The type of information to be collected and any timeframe for the history relative to study screening or startup, if applicable,
A list of medications/treatments that will be permitted or must be discontinued within a certain time period before randomization or the start of study therapy,
Whether and how prior/ongoing therapies will be recorded, and
Any other specific rules and procedures related to permitted or forbidden prior/ongoing therapy.
Note: In most instances, prior therapies (taken before randomization or start of study therapy) should be differentiated from concomitant therapies (taken after start of study therapy) to facilitate understanding of any AEs that occur after the start of study therapy.
Do not discuss assessments that are not medical history and medication history. Do not describe treatment regimen(s). Do not describe permitted or prohibited medications, drugs, or treatments. Do not describe prohibited or permitted procedures.","","",""
"6.3","Efficacy Assessments","Synopsis","","","3.1","Describe the assessments for which efficacy endpoints will be calculated. Define the efficacy endpoints. Separate the assessments under subheadings as necessary. Do not describe follow-up. Do not describe statistical analyses. Do not describe timing of statistical analyses. Do not describe quality of life or healthcare utilization assessments. Do not describe the time points for collecting efficacy endpoints. Do not describe visit windows.","","",""
"6.4","Safety Assessments","Synopsis","","","3.1","Summarize the planned safety assessments briefly without going into details. Do not describe immunological assessments. Do not describe efficacy assessments. Do not describe screening assessments. Do not describe baseline assessments. Do not describe efficacy assessments. Do not describe disease status assessments. Mention all safety assessments that will be performed measured but do not list vital signs parameters, do not list laboratory parameters, do not list physical examination parameters. Do not describe statistical analyses. Do not describe visit windows. Do not describe quality of life assessments.","","",""
"6.4.1","Physical Examination","Synopsis","","","3.1","Provide the following information:
-The person(s) responsible for performing a physical examination of the subject: the Investigator or medically qualified designee.
-Whether the examination should be a complete or targeted physical examination; whether additional examinations (eg, motor assessment, visual assessment, other functional abilities) will be performed
-Whether the examination will include height, weight, body mass index, etc.
If additional examinations (eg, motor, visual, other) are planned, briefly describe these examinations.
Do not describe vital signs assessments. Do not describe laboratory assessments. Do not describe electrocardiogram assessments. List the body systems that will be included in the physical examination: general appearance; eyes, ears, nose and throat, head and neck; chest and lungs; cardiovascular; abdomen; musculoskeletal; lymphatic; dermatologic; neurologic and extremities. Do not describe the purpose of each part of the physical examination.
","","",""
"6.4.2","Vital Signs","Synopsis","","","3.1","Provide the following information:
-Qualified clinical site personnel will measure the subject's vital signs.
-Which assessments will be performed to monitor vital signs, ie, systolic blood pressure, diastolic blood pressure, heart rate, respiratory rate, temperature, and/or oxygen saturation, and
-The method for consistent monitoring of vital signs, including:
-The blood pressure should be measured using the same arm and/or the same equipment each time, and/or
-Any mechanical devices that will be used to monitor vital signs, and whether and how they are calibrated for consistency across sites.

If orthostatic assessments are included in the synopsis, the protocol should include a definition of orthostatic hypotension (SBP and DBP criteria) and abnormal HR increase. If the synopsis does not indicate that orthostatic vital signs will be measured, do not mention orthostatic vital signs. 

The subject will have to rest in a supine position for at least 5 minutes before each vital signs measurement.
Insert the following text at the end of the section: ""After study drug administration, if any results falling outside the normal ranges are deemed clinically significant by the Investigator or appropriately qualified designee, they will be recorded as an AE/SAE.""

Do not describe safety monitoring by the DSMB or other committee. Do not describe exclusion or inclusion criteria. Do not describe visit windows. Do not describe screening or baseline assessments. Do not describe AE or SAE reporting methods or timing.","","",""
"6.4.3","Electrocardiography and Continuous Telemetry Monitoring","Synopsis","","Heading","","","","",""
"6.4.3.1","12 Lead Electrocardiograms","Synopsis","","","3.1","Specify if the electrocardiogram (ECG) is for screening purposes only. Include any specific instructions for the collection and interpretation of the ECG (eg, time points relative to dosing with study intervention or other evaluations, whether the ECG will be single recordings or triplicate recodrings). If ECGs will be analyzed at a central laboratory, instructions for the collection (eg, equipment), transmission and archiving of the ECG data should be summarized. If the ECG will be read locally, indicate how these will be handled and in what format (eg, digital or paper), as well as instructions with respect to local review. List the ECG parameters to be assessed, and, if QTc is being calculated, state which formula (usually Bazett's - QTcB -  or Fridericia's - QTcF) will be used to calculate QTc. 

Insert the following text at the end of the section: ""The ECGs will be assessed by the Investigator or qualified designee. After study drug administration, any results falling outside the normal ranges and deemed clinically significant by the Investigator or appropriately qualified designee will be recorded in the eCRF as an AE/SAE."" If no ECGs will be performed after study drug administration, do not discuss TEAEs, AEs, or SAEs.
Do not describe safety monitoring by the DSMB or other committee. Do not describe exclusion or inclusion criteria. Do not discuss eligibility requirements. Do not describe visit windows. Do not describe the specific visits at which ECGs will be performed, instead refer to the Assessment Schedule.","","",""
"6.4.3.2","Continuous Holter Monitoring","Synopsis","","","3.1","If the synopsis mentions continuous ECG monitoring (Holter), include any specific instructions for the collection and interpretation of the continuous ECG (Include any specific instructions for the collection and interpretation of the ECG (eg, time points relative to dosing with study intervention or other evaluations, duration of continuous recording).  If continuous ECGs will be analyzed at a central laboratory, instructions for the collection (eg, equipment), transmission and archiving of the ECG data should be summarized. If the ECG will be read locally, indicate how these will be handled and in what format (eg, digital or paper), as well as instructions with respect to local review. List the ECG parameters to be assessed, and, if QTc is being calculated, state which formula (usually Bazett's - QTcB -  or Fridericia's - QTcF) will be used to calculate QTc.
End the section with the sentence: ""After study drug administration, any results falling outside the normal ranges and deemed clinically significant by the Investigator or appropriately qualified designee will be recorded in the eCRF as an AE/SAE.""
If the protocol does not include continuous ECG recording, insert only the following text: ""Not applicable.""","","",""
"6.4.4","Clinical Laboratory Tests","Synopsis","","Heading","","","","",""
"6.4.4.1","Laboratory Parameters","Synopsis","","","3.1","Example text provided as a guide, customize as needed:
[Subjects will be in a seated or supine position during blood collection. Clinical laboratory tests will include the following parameters listed in Table 1. Additional samples may be collected at the Investigatorâ€™s discretion. Only abnormal laboratory values and diagnostic findings considered to be clinically significant by the Investigator will be reported as an AE/SAE.] 
In addition,  include estimated volume (if available) and type of specimens (eg, blood, urine) needed for each test. Specify laboratory methods to provide for appropriate longitudinal and cross-sectional comparison (eg, use of consistent laboratory method throughout study, use of single, central laboratory for multi-site studies). If more than one laboratory will be used, specify which evaluations will be done by each laboratory. In addition, compliance with Clinical Laboratory Improvement Amendments (CLIA) of 1988 should be addressed if applicable. In addition, if any laboratory tests (eg, diagnostics) that will be used are being developed concurrently, this should be specified. Describe:
-The type of clinical laboratory tests to be performed at any time during the study. This information can be presented concisely in a tabular format.
-Whether any laboratory parameters will be defined by the Sponsor as â€œclinically significant,â€ based on a predetermined range of laboratory values which will also be provided in this section.
-The conditions under which laboratory testing will occur, eg, timing in relation to meals and study dosing and frequency.
Then insert the table below, including only the parameters that will be measured in the present study.
[Table X 	Clinical Laboratory Parameters

Measurement                             Tests to be Performed

Hematology                              Hematocrit (Hct)
                                        Hemoglobin (Hgb)
                                        Mean corpuscular hemoglobin (MCH)
                                        Mean corpuscular hemoglobin concentration (MCHC)
                                        Mean corpuscular volume (MCV)
                                        Platelet count
                                        Red blood cell (RBC) count
                                        White blood cell (WBC) count with differential
Urinalysis                              Appearance
                                        Bilirubin
                                        Color
                                        Glucose
                                        Ketones
                                        Microscopic examination of sediment
                                        Nitrite
                                        Occult blood
                                        pH
                                        Protein
                                        Specific gravity
                                        Urobilinogen
                                        24-hour urine for creatinine clearance
                                        Urine human chorionic gonadotropin (hCG) (only for females who are not diagnosed as postmenopausal)
Serum Chemistry                         Albumin (ALB)
                                        Alkaline phosphatase (ALK-P)
                                        Alanine aminotransferase (ALT)
                                        Aspartate aminotransferase (AST)
                                        Blood urea nitrogen (BUN)
                                        Calcium (Ca)
                                        Carbon dioxide (CO2)
                                        Chloride (Cl)
                                        Creatinine
                                        Creatine kinase and subtypes
                                        Gamma-glutamyl transferase (GGT)
                                        Globulin
                                        Glucose
                                        Lactate dehydrogenase (LDH)
                                        Phosphorus
                                        Potassium (K)
                                        Sodium (Na)
                                        Total bilirubin
                                        Direct bilirubin
                                        Total cholesterol
                                        Total protein
                                        Triglycerides
                                        Troponins
                                        Uric acid
Virus Testing                           HBsAg, HCV, and HIV
Coagulation                             Prothrombin time (PT)
                                        Activated partial thromboplastin time (aPTT)

Abbreviations: <define abbreviations in table>]  
This section SHOULD focus on safety laboratory testing. It should not describe pharmacokinetic testing nor  biomarker testing. You should ALSO add a list of  parameters for safety laboratories.  If there is no safety laboratory testing in the study, you SHOULD state it here.  If the information is available, you should ALSO specify whether samples will be analyzed by a local or a central  laboratory. Do not describe immunological measurements. Do not describe efficacy measurements. Do not describe response criteria. Do not describe disease assessments. Do not describe visit windows. Do not describe DSMB or other committee review.","","",""
"6.4.4.2","Sample Collection, Storage, and Shipping","Synopsis","","","6.4.4.1","Special instructions for the preparation, handling, storage, and shipment of specimens should be briefly explained in this section.
Provide the following information:
The person(s) responsible for collecting laboratory samples,
The name and address of the laboratory that will process the samples, and
Any special sample handling, labeling, or shipping procedures required.
Special instructions for the preparation, handling, storage, and shipment of specimens should be briefly explained in this section with detailed discussion in the studyâ€™s MOP.
Provide the following information:
The person(s) responsible for collecting laboratory samples,
The name and address of the laboratory that will process the samples, and
Any special sample handling, labeling, or shipping procedures required.
This section should address ONLY the collection, storage, and shipping of safety laboratory samples. Handling of PK and biomarker/PD/efficacy samples should be in the respective sections for PK and biomarker/PD/efficacy assessments.
Do not describe storage of the study drug(s). Do not list the laboratory parameters. ","","",""
"6.4.5","Pregnancy Testing","Synopsis","","","3.1, 4.1, 4.2","If the study includes women of childbearing potential (WOCBP) (see inclusion/exclusion criteria, Sections 4.1 and 4.2), include the defined timepoints for pregnancy testing in WOCBP. Timepoints should be based upon a risk assessment of the potential for genotoxicity and teratogenicity/fetotoxicity of the intervention(s) in the study. Risk should be determined for each intervention with input from the companyâ€™s nonclinical safety assessment group. Determination of risk for a marketed compound should also consider the risks outlined in the product label. Further guidance can be found in ICH Guideline M3(R2) and Clinical Trial Facilitation Group (CTFG). As a minimum, a pregnancy test should be performed at screening to confirm absence of pregnancy and at the end of relevant systemic exposure. Additional testing may be required between the screening visit and the first dose of study intervention on Day 1. Consider additional pregnancy testing if the interval is:
-â‰¤ 4 days, a repeat highly sensitive serum pregnancy test usually is not required
-> 4 days, a repeat serum pregnancy test should be obtained
For studies that have requirements for multiple pregnancy tests, add additional criteria as needed (eg, if there is a requirement for a test to be performed within a proximal timeframe prior to first dose, specify as inclusion criteria; if at a specified visit, or at the end of study intervention, note in the SOE and provide any necessary details here).
A serum pregnancy test may diagnose pregnancy ~6 to 10 days after fertilization; a urine pregnancy test, because it is less sensitive, will diagnose pregnancy a few days after a serum pregnancy test. As serum pregnancy tests have a lower detection limit and will detect pregnancy closer to the date of conception, serum testing is the preferred test if there is a requirement to know pregnancy status within a few days of the first dose of study intervention.
Decide if local or central testing will be standard for the protocol. Highly sensitive serum testing is mandatory if required by local regulations or the IRB/IEC, or to resolve an indeterminate test or confirm a positive urine test.
The minimum content that this section should have are the time points at which pregnancy testing will be performed according to the Assessment Schedule. Do not describe visit windows. Do not describe contraception requirements. Do not describe inclusion or exclusion criteria related to pregnancy. Do not describe the follow-up schedule.

Do not describe pregnancy reporting. 
Insert the following text at the end of the section: ""See Section [Pregnancy Reporting] for information on the time allowed for pregnancy reporting."" 
If the study population does not include WOCBP (see inclusion/exclusion criteria, Sections 4.1 and 4.2), delete this section.","","",""
"6.5","Adverse Events","Synopsis","","","","This section should contain the following information verbatim. 

Â´Adverse Event Definition
An AE is any untoward medical occurrence in a subject administered a pharmaceutical product, regardless of whether the event is considered treatment related. An AE can therefore be any unfavorable and unintended sign (including an abnormal laboratory finding), symptom, or disease concurrent with the use of the study drug, whether or not related to the study. This includes any newly occurring event, or a pre-existing condition judged by the Investigator to have increased in severity or frequency since the administration of study drug. Any medical condition that is present at the time that the participant is screened will be considered as baseline and not reported as an AE; however, if the trial participantâ€™s condition worsens at any time during the trial, it will be recorded as an AE.

Severity Assessment of Adverse Events
The severity of AEs will be graded using the National Cancer Institute (NCI) Common Terminology Criteria for Adverse Events (CTCAE) V5.0. For AEs not included in the CTCAE V5.0 grading system, the following guidelines will be used to describe severity:
Mild â€“ Events require minimal or no treatment and do not interfere with the subjectâ€™s daily activities.
Moderate â€“ Events result in a low level of inconvenience or concern with the therapeutic measures. Moderate events may cause some interference with functioning.
Severe â€“ Events interrupt a subjectâ€™s usual daily activity and may require systemic drug therapy or other treatment. Severe events are usually potentially life-threatening or incapacitating. Of note, the term â€œsevereâ€ does not necessarily equate to â€œseriousâ€.

Relationship of Adverse Events to Study Treatment
All AEs must have their relationship to study intervention assessed by the clinician who examines and evaluates the subject based on temporal relationship and his/her clinical judgment. The degree of certainty about causality will be graded using the categories below. In a clinical trial, the study product must always be suspect.
Related â€“ The AE is known to occur with the study intervention, there is a reasonable possibility that the study intervention caused the AE, or there is a temporal relationship between the study intervention and event. Reasonable possibility means that there is evidence to suggest a causal relationship between the study intervention and the AE.
Not Related â€“ There is not a reasonable possibility that the administration of the study intervention caused the event, there is no temporal relationship between the study intervention and event onset, or an alternate etiology has been established.

Outcome of Adverse Events
The investigator will assess the outcome of all unsolicited AEs (including SAEs) recorded during the study as: 
Recovered/resolved. 

Recovering/resolving. 

Not recovered/not resolved. 

Recovered with sequelae/resolved with sequelae. 

Fatal. 

Expectedness of Adverse Events
The Investigator will be responsible for determining whether an AE is expected or unexpected. An AE will be considered unexpected if the nature, severity, or frequency of the event is not consistent with the risk information previously described for the study intervention.Â´","","",""
"6.5.1","Time Period And Frequency For Collecting Adverse Event Information","Synopsis","","","3.1","Example text provided as a guide, customize as needed:
[The occurrence of an AE or SAE may come to the attention of study personnel during study visits and interviews of a study subject presenting for medical care, or upon review by a study monitor.
All AEs including local and systemic reactions not meeting the criteria for SAEs will be captured on the appropriate CRF. Information to be collected includes event description, time of onset, clinicianâ€™s assessment of severity, relationship to study product (assessed only by those with the training and authority to make a diagnosis), and time of resolution/stabilization of the event. All AEs occurring while on study must be documented appropriately regardless of relationship. All AEs will be followed to adequate resolution.
Any medical condition that is present at the time that the subject is screened will be considered as baseline and not reported as an AE. However, if the study subjectâ€™s condition worsens at any time during the study, it will be recorded as an AE.
Changes in the severity of an AE will be documented to allow an assessment of the duration of the event at each level of severity to be performed. AEs characterized as intermittent require documentation of onset and duration of each episode. 
<Insert role or name> will record all reportable events with start dates occurring any time after informed consent is obtained until <insert length of AE recording after last visit> (for non-serious AEs) or <insert length of SAE recording after last visit> (for SAEs) after the last day of study participation. At each study visit, the Investigator will inquire about the occurrence of AE/SAEs since the last visit. Events will be followed for outcome information until resolution or stabilization.]
The minimum content of this section are the start and end dates or visits in which a collection of AEs and SAEs will be conducted. Take into consideration the following as examples of describing the information on the timeframes to collect AEs and SAEs: ""solicited AEs to be collected from dosing to 7 days after dosing"", ""unsolicited AEs to be collected from dosing to 30 days after dosing"" or ""SAEs to be collected from screening until end of the study"".
This section SHOULD not contain information about the most commonly reported AEs by previous studies for the same intervention.","","",""
"6.5.2","Method of Detecting Adverse Events and Serious Adverse Events","Synopsis","","","3.1, 4.1, 4.2","Insert the following text, customize as needed:
""Care will be taken not to introduce bias when detecting AEs and/or SAEs. Open-ended and non-leading verbal questioning of the subject is the preferred method to inquire about AE occurrences.""
Modify example text using the following information: Any methods used to determine that an AE has occurred in a participant should be included here, including non-leading questions (unsolicited AEs), specifically solicited reactions where the clinical staff specifically asks the participant if they have had for example fever, headache, abdominal pain (solicited AEs), participant diaries. If the synopsis does not mention solicited AEs, do not mention solicited AEs. If the synopsis does not mention participant diaries, do not mention participant diaries. If the synopsis does not specify the method for AE collection, the method to detect AEs will be non-leading questions. 
In studies with participants under the age of 18 years, note that for pediatric participants, the clinical staff may ask the participant and/or their parent/guardian/legally authorized representative for any new health information since the participant's last visit. In studies with only participants over 18 years of age, do not mention pediatric participants. Do not describe the schedule of assessments. Do not describe the duration of AE follow-up. Do not list laboratory parameters. Do not describe quality of life measurements. Do not describe SAE reporting. Do not describe immune monitoring. DO not describe DSMB activities. Do not describe randomization. Do not describe stratification.
","","",""
"6.5.3","Follow-up Of Adverse Events And Serious Adverse Events","Synopsis","","","3.1","Insert the following text, customize as needed:
""After the initial AE/SAE report, the Investigator is required to proactively follow each subject at subsequent visits/contacts. All SAEs (and adverse events of special interest [AESIs]) will be followed until resolution, stabilization, the event is otherwise explained, or the subject is lost to follow-up.""
You SHOULD only describe AE and SAE follow-up requirements and no AE and SAE reporting requirements. 
If information is available, describe the regulations applicable for the follow-up requirements.
The length of follow-up should be a defined time period (for example, 30 days after the end of the study) or an event (for example, the resolution of an AE).
Do not describe statistical analyses. Do not describe interim analyses. Do not describe sample collection and assessment. Do not describe endpoint definitions. Do not describe visit windows. Do not describe disease follow-up. Do not describe DSMB or other committee activities. Do not describe adverse event severity grading. Do not mention the timing or procedures for SAE reporting. Do not describe the follow-up visits. Do not describe safety assessments other than adverse events.","","",""
"6.5.4","Reporting Serious Adverse Events","Synopsis","","","","The instructions in this section should be in line with local reporting regulations to IRB/IEC and regulatory authorities - different countries may allow a different amount of time before mandatory reporting of certain SAEs. 
Insert the following text:
""The study clinician will immediately report to the Sponsor any SAE, whether or not considered study intervention related, including those listed in the protocol or Investigator brochure and must include an assessment of whether there is a reasonable possibility that the study intervention caused the event. Study endpoints that are SAEs (eg, all-cause mortality) must be reported in accordance with the protocol unless there is evidence suggesting a causal relationship between the study intervention and the event (eg, death from anaphylaxis). In that case, the Investigator must immediately report the event to the Sponsor.
All SAEs will be followed until satisfactory resolution or until the site Investigator deems the event to be chronic or the subject is stable. Other supporting documentation of the event may be requested by the Data Coordinating Center (DCC)/study Sponsor and should be provided as soon as possible.
The study Sponsor will be responsible for notifying the Food and Drug Administration (FDA) of any unexpected fatal or life-threatening suspected adverse reaction as soon as possible, but in no case later than 7 calendar days after the Sponsor's initial receipt of the information. In addition, the Sponsor must notify FDA and all participating Investigators in an Investigational New Drug (IND) safety report of potential serious risks, from clinical trials or any other source, as soon as possible, but in no case later than 15 calendar days after the Sponsor determines that the information qualifies for reporting.""
","","",""
"6.5.5","Institutional Review Board And Independent Ethics Committee Notification","Synopsis","","","","Insert the following text, customize as needed.
[The Investigator must report all SAEs (including follow-up information) to the IRB/IEC in accordance with IRB/IEC requirements. Copies of each report and documentation of IRB/IEC notification and receipt will be kept in the siteâ€™s Regulatory Binder.]
Do not describe DSMB or other committee activities. Do not add any other text.","","",""
"6.5.6","Clinical Significance","Synopsis","","","","Example text provided as a guide, customize as needed.
[The Investigator and/or qualified designee are responsible for monitoring AEs/SAEs and determining clinical significance using Common Terminology Criteria for Adverse Events (CTCAE) grading. Each AE/SAE will be evaluated as described in Section 6.5.]","","",""
"6.5.7","Clinical Laboratory Adverse Events","Synopsis","","","","Specify whether abnormal laboratory test results will be considered to be AEs, and if so, define the cut-off values or other conditions under which they will be considered AEs, eg, they are associated with clinical signs and symptoms, they require treatment or diagnostic procedures, they result in discontinuation from the study, or they are associated with death or an SAE. Do not describe DSMB or other committee activities. Do not describe SAE reporting. Do not list the laboratory parameters. Do not describe where the laboratory evaluations will be performed.","","",""
"6.5.8","Serious Adverse Events","Synopsis","","","","Insert the following text:
""An SAE is any unfavorable medical occurrence reported at any dose if it:
-Results in death.
-Is life-threatening. The term â€œlife-threateningâ€ in the definition of â€œseriousâ€ refers to an event in which the participant was at risk of death at the time of the event. It does not refer to an event that hypothetically might have caused death if it were more severe.
-Requires inpatient hospitalization or prolongation of existing hospitalization. Planned hospitalization for a pre-existing condition, or a procedure required by the protocol, without serious deterioration in health, is not considered an SAE.
-Results in persistent or significant disability/incapacity. The term disability means a substantial disruption of a personâ€™s ability to conduct normal life functions. This definition is not intended to include experiences of relatively minor medical significance such as uncomplicated headache, nausea, vomiting, diarrhea, influenza-like illness, and accidental trauma (e.g., sprained ankle) that may interfere or prevent everyday life functions but that do not constitute a substantial disruption.
-Is a congenital anomaly/birth defect.
Important medical events that may not result in death, be life-threatening, or require hospitalization may be considered an SAE when, based upon appropriate medical judgment, they may jeopardize the participant and may require medical or surgical intervention to prevent one of the outcomes listed in this definition. Examples of such medical events include allergic bronchospasm requiring intensive treatment in an emergency department or at home, blood dyscrasias or convulsions that do not result in inpatient hospitalization, or the development of substance dependency or substance abuse.""","","",""
"6.5.9","Treatment Emergent Adverse Events","Synopsis","","","","Insert the following text:
""TEAEs are defined as an event that emerges during treatment, having been absent pretreatment, or worsens relative to the pretreatment state.""
","","",""
"6.5.10","Adverse Events Of Special Interest","Synopsis","","","","Include content in this section if applicable, otherwise note as not applicable.
AEs considered of special interest in the study should be defined/listed here. If there are no AESIs defined for the study, this section can be marked not applicable - the Sponsor should provide the information as to whether there are any AESIs and what they are. 
Do not describe the safety monitoring framework. Do not describe collection of TEAEs. Do not describe any safety monitoring other than the safety monitoring planned for AESIs.","","",""
"6.5.11","Suspected Unexpected Serious Adverse Reactions","Synopsis","","","","Insert the following text without any changes or additional text:
""The study Sponsor is required to inform FDA of any of any suspected unexpected serious adverse reaction (SUSAR). Unexpected AEs are those that are not identified in nature, severity, or frequency in the current Investigatorâ€™s Brochure, protocol, or informed consent form. All SUSARs will be the subject of expedited reporting. The reporting timeline for a SUSAR that has occurred inside or outside the US is as follows:
-When it is neither fatal nor life-threatening, within 15 days after becoming aware of the information.
-When it is fatal or life-threatening, immediately if possible and, in any event, within 7 days after becoming aware of the information.
Further, within 8 days of having informed FDA of a fatal or life-threatening SAE, the Sponsor must submit as complete a report as possible, to include an assessment of the importance and implication(s) of any findings. Follow-up reports of fatal or life-threatening reactions must include an assessment of the importance and implication of the findings, including relevant previous experience with the same or similar drugs.
Any relevant follow-up information is communicated within an additional 15 calendar days after becoming aware of the information.""

Do not repeat the reporting requirements for a SUSAR. Do not describe DSMB or other committee activities.","","",""
"6.6","Pregnancy Reporting","Synopsis","","","4.1, 4.2, 6.4.5","Include content in this section if applicable (see Sections 4.1 and 4.2 for inclusion/exclusion criteria: this section will be applicable if: women of childbearing potential are included in the study; the study has contraception requirements for female and/or male subjects; and/or pregnancy is exclusionary) , otherwise note as not applicable.  Insert the following text and modify as needed for the study:
""Should a female subject or female partner of a male subject become pregnant at any time during the study, the Investigator must notify the Sponsor within 24 hours after learning about the pregnancy. The Sponsor will request follow-up information regarding the course of the pregnancy and its outcome. Voluntary consent must be obtained from a female subject or female partner of a male subject (and/or legally authorized representative if the subject is mentally incompetent or physically incapacitated) before any pregnancy-related follow-up is obtained.
Pregnancy, in and of itself, is not considered an AE, unless there is suspicion that the study product may have interfered with the effectiveness of a contraceptive medication or method. However, any pregnancy complication or elective termination of a pregnancy for medical reasons will be recorded as an AE or SAE and will be followed accordingly. A spontaneous abortion is an SAE.""
This section should state whether or not pregnancy is considered an AE or SAE, and whether pregnancy complications/termination are considered AEs/SAEs - this information should come from the Sponsor. If additional consent is required from the female partner of a male participant to follow her pregnancy, this should be stated. This section should also contain pregnancy reporting requirements, which should be in line with local regulations. Do not describe pregnancy testing or monitoring. Do not discuss inclusion or exclusion criteria. Do not discuss contraception requirements.","","",""
"6.7","Definition of Overdose and Reporting of Overdose","Synopsis","Investigators Brochure","","3.1, 5.2","Insert the following text:
""For the purposes of this study, an overdose of <insert study drug name> will be defined as any dose of more than <insert the maximum dose administered in the protocol>. No specific information is available on the treatment of overdose of <insert study drug name>/ OR <describe treatment for overdose if known>. In the event of an overdose, the subject should be observed closely for signs of toxicity. Appropriate supportive treatment should be provided if clinically indicated.
All reports of overdose with and without an AE must be reported within 24 hours to the Sponsor.""
You SHOULD state the definition of an overdose for this clinical trial describing also how to treat an overdose and the overdose reporting requirements.
You SHOULD NOT describe any information about general study safety follow-up or dose modifications. Describe overdosage for all study drug(s). Do not describe study drug administration. Describe only the maximum protocol-allowed dose of each study drug. Do not describe DSMB or other committee activities. Do not describe the minimum allowed dose of study drug(s). Do not describe how study drug(s) are supplied.","","",""
"6.8","Concomitant Medication Assessments","Synopsis","","","5.7","This section should only contain the timing and method for recording concomitant medications. The person responsible for recording the concomitant medications is qualified clinical site staff. Measures to be taken in case a participant takes a prohibited medication should be stated here. Do not list prohibited concomitant medications. Do not describe visit windows. Do not discuss SAE reporting. Do not repeat the visit schedule.
","","",""
"6.9","Removal Of Subjects From The Trial Or Study Drug","Synopsis","","","","Example text provided as a guide, customize as needed:
[A subject may choose to discontinue study treatment and/or withdraw from the study at any time. Withdrawal of consent will not affect the subjectâ€™s future care by the Investigator or study site. In the absence of a medical contraindication, every effort should be made by the Investigator to encourage subjects who prematurely discontinue treatment to remain in the study as appropriate and, at a minimum, follow the subject for safety data collection.]","","",""
